employee_id,p_attrition,median_survival_months,ev,risk_tier,top_shap_drivers,band,circle,department,gender,tenure_months,compa_ratio,perf_rating_current,months_since_promotion,months_since_hike
JIO10426,1.0,125.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""career_promotion_velocity"", ""shap"": 47.5483}, {""feature"": ""login_freq_30d"", ""shap"": -23.2498}]",3.0,Rajasthan,Sales,M,102.0,0.962,2.71,39.0,12.0
JIO10425,1.0,169.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""career_promotion_velocity"", ""shap"": 69.4549}, {""feature"": ""login_freq_30d"", ""shap"": -35.3668}]",3.0,UP East,Operations,F,149.0,0.922,2.99,20.0,0.0
JIO10424,0.9999999999996467,178.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -51.0706}, {""feature"": ""career_promotion_velocity"", ""shap"": 22.5344}]",5.0,Tamil Nadu,Finance,M,145.0,1.114,4.25,28.0,7.0
JIO10423,1.0,82.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -29.1819}, {""feature"": ""leave_days_30d"", ""shap"": 7.2477}]",3.0,Mumbai,HR,F,4.0,1.179,3.44,1.0,17.0
JIO10454,1.0,121.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""career_promotion_velocity"", ""shap"": 33.0993}, {""feature"": ""login_freq_30d"", ""shap"": -15.6853}]",4.0,West Bengal,IT,M,142.0,0.742,3.06,10.0,16.0
JIO10452,1.0,135.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -51.3925}, {""feature"": ""career_tenure_at_band"", ""shap"": -19.685}]",6.0,Karnataka,IT,M,59.0,1.125,3.49,39.0,16.0
JIO10450,1.0,136.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""login_freq_30d"", ""shap"": -51.7374}, {""feature"": ""career_tenure_at_band"", ""shap"": -9.0642}]",5.0,Delhi,HR,M,55.0,1.005,2.66,18.0,23.0
JIO10449,1.0,128.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -50.5648}, {""feature"": ""career_promotion_velocity"", ""shap"": 7.4639}]",6.0,Delhi,Network,M,64.0,0.87,3.47,12.0,3.0
JIO10448,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 82.5057}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""tenure_months"", ""shap"": 15.5578}]",3.0,Tamil Nadu,HR,M,177.0,1.142,2.78,1.0,23.0
JIO10447,1.0,73.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 84.9252}, {""feature"": ""login_freq_30d"", ""shap"": -18.9503}, {""feature"": ""career_promotion_velocity"", ""shap"": 2.6476}]",5.0,Punjab,Finance,F,17.0,0.938,2.41,3.0,1.0
JIO10446,1.0,166.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""login_freq_30d"", ""shap"": -45.5524}, {""feature"": ""career_promotion_velocity"", ""shap"": 24.5542}]",5.0,Gujarat,IT,F,158.0,0.905,4.36,17.0,9.0
JIO10445,1.0,171.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 39.3916}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""login_freq_30d"", ""shap"": -17.3868}]",4.0,Mumbai,Finance,M,169.0,0.997,2.55,0.0,11.0
JIO10444,1.0,166.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""login_freq_30d"", ""shap"": -45.6214}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.3508}]",5.0,Punjab,Technology,F,176.0,0.795,4.22,35.0,1.0
JIO10443,0.9999999999999998,162.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""login_freq_30d"", ""shap"": -40.6091}, {""feature"": ""career_promotion_velocity"", ""shap"": 22.8452}]",5.0,Rajasthan,Finance,F,147.0,0.821,4.19,44.0,12.0
JIO10442,1.0,131.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 26.1078}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""login_freq_30d"", ""shap"": -17.0879}]",4.0,West Bengal,Operations,M,112.0,1.155,4.33,3.0,1.0
JIO10441,1.0,121.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""career_promotion_velocity"", ""shap"": 30.5358}, {""feature"": ""login_freq_30d"", ""shap"": -27.8713}]",4.0,Punjab,Network,M,131.0,0.809,3.69,35.0,12.0
JIO11654,1.0,101.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""career_promotion_velocity"", ""shap"": 44.7517}, {""feature"": ""login_freq_30d"", ""shap"": -18.5594}]",3.0,Gujarat,Network,M,96.0,1.034,4.56,6.0,15.0
JIO11652,1.0,109.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -23.3188}, {""feature"": ""career_promotion_velocity"", ""shap"": 16.0867}]",4.0,Rajasthan,Network,F,69.0,0.911,2.13,30.0,12.0
JIO11649,1.0,174.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -49.944}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.468}]",4.0,Gujarat,IT,F,135.0,1.015,3.52,0.0,16.0
JIO11648,1.0,118.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 107.2766}, {""feature"": ""login_freq_30d"", ""shap"": -42.4485}, {""feature"": ""career_promotion_velocity"", ""shap"": 23.0782}]",4.0,Gujarat,Operations,F,99.0,1.029,4.95,9.0,10.0
JIO11647,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 102.8063}, {""feature"": ""login_freq_30d"", ""shap"": -55.4851}, {""feature"": ""career_promotion_velocity"", ""shap"": 26.5739}]",5.0,Gujarat,IT,F,171.0,0.868,3.11,17.0,11.0
JIO11645,1.0,166.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""career_promotion_velocity"", ""shap"": 51.7432}, {""feature"": ""login_freq_30d"", ""shap"": -23.6177}]",3.0,West Bengal,Sales,M,111.0,1.105,3.7,5.0,7.0
JIO11644,1.0,138.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 31.0019}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""login_freq_30d"", ""shap"": -12.3055}]",4.0,West Bengal,Technology,M,133.0,0.995,3.57,19.0,10.0
JIO11643,1.0,106.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""career_promotion_velocity"", ""shap"": 43.3535}, {""feature"": ""login_freq_30d"", ""shap"": -27.0896}]",3.0,Delhi,Network,M,93.0,0.961,3.34,1.0,18.0
JIO11642,1.0,139.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 120.6874}, {""feature"": ""career_promotion_velocity"", ""shap"": 36.8281}, {""feature"": ""login_freq_30d"", ""shap"": -28.676}]",4.0,Maharashtra,HR,F,158.0,0.883,2.45,41.0,17.0
JIO11641,1.0,107.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.1756}, {""feature"": ""login_freq_30d"", ""shap"": -20.7897}]",3.0,Tamil Nadu,Operations,F,54.0,0.721,4.28,3.0,23.0
JIO11640,0.9999999998195395,61.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""login_freq_30d"", ""shap"": -29.1129}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.9722}]",3.0,Gujarat,Operations,F,60.0,0.977,3.2,42.0,8.0
JIO11639,1.0,150.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""career_promotion_velocity"", ""shap"": 45.6839}, {""feature"": ""login_freq_30d"", ""shap"": -37.2292}]",3.0,Maharashtra,Operations,F,98.0,0.848,3.29,12.0,12.0
JIO10470,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 75.5142}, {""feature"": ""login_freq_30d"", ""shap"": -43.1612}, {""feature"": ""tenure_months"", ""shap"": 14.2395}]",3.0,Rajasthan,Sales,M,162.0,1.006,3.86,1.0,18.0
JIO10468,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.3508}, {""feature"": ""login_freq_30d"", ""shap"": -16.789}]",5.0,Maharashtra,Finance,M,176.0,1.024,4.29,22.0,4.0
JIO10466,1.0,138.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_promotion_velocity"", ""shap"": 28.6714}, {""feature"": ""login_freq_30d"", ""shap"": -26.8826}]",4.0,West Bengal,Technology,F,123.0,1.142,4.18,46.0,7.0
JIO10465,1.0,165.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -38.2409}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.1907}]",5.0,Punjab,Technology,M,111.0,1.076,4.16,40.0,9.0
JIO10463,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 64.7939}, {""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -39.7584}]",3.0,Punjab,Sales,M,139.0,1.15,4.35,17.0,13.0
JIO10462,1.0,172.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 38.6925}, {""feature"": ""tenure_months"", ""shap"": 14.591}, {""feature"": ""login_freq_30d"", ""shap"": -14.4668}]",4.0,Delhi,Finance,M,166.0,1.045,3.96,20.0,20.0
JIO10460,1.0,39.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 125.1577}, {""feature"": ""login_freq_30d"", ""shap"": -31.3661}, {""feature"": ""career_tenure_at_band"", ""shap"": -4.5124}]",4.0,Mumbai,Operations,M,19.0,0.922,2.62,9.0,23.0
JIO10459,0.9999999942350457,43.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""login_freq_30d"", ""shap"": -22.4221}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.4554}]",3.0,Mumbai,Sales,M,31.0,1.019,2.84,16.0,13.0
JIO10458,1.0,81.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 147.5091}, {""feature"": ""login_freq_30d"", ""shap"": -27.8483}, {""feature"": ""career_tenure_at_band"", ""shap"": -5.0181}]",5.0,Gujarat,Operations,F,31.0,1.005,2.34,10.0,5.0
JIO10457,1.0,74.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 143.0388}, {""feature"": ""login_freq_30d"", ""shap"": -32.3548}, {""feature"": ""career_promotion_velocity"", ""shap"": 6.0656}]",3.0,Karnataka,IT,M,13.0,1.147,4.08,2.0,11.0
JIO10456,1.0,139.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 79.7091}, {""feature"": ""login_freq_30d"", ""shap"": -33.1136}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.1677}]",3.0,Maharashtra,Operations,F,171.0,0.924,3.25,36.0,12.0
JIO10486,1.0,149.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 93.8658}, {""feature"": ""login_freq_30d"", ""shap"": -52.887}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.4073}]",5.0,Rajasthan,Finance,F,112.0,0.922,3.36,12.0,15.0
JIO10485,0.9999999976484761,110.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -33.6654}, {""feature"": ""career_tenure_at_band"", ""shap"": -23.2253}]",5.0,Mumbai,Finance,F,60.0,1.028,2.96,46.0,11.0
JIO10484,1.0,40.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -31.9639}, {""feature"": ""leave_days_30d"", ""shap"": 3.4281}]",4.0,West Bengal,Technology,F,14.0,1.012,2.54,1.0,3.0
JIO10483,1.0,162.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""career_promotion_velocity"", ""shap"": 50.811}, {""feature"": ""login_freq_30d"", ""shap"": -34.769}]",3.0,Delhi,Finance,F,109.0,0.773,4.82,47.0,22.0
JIO10482,1.0,99.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -34.815}, {""feature"": ""career_promotion_velocity"", ""shap"": 15.6206}]",4.0,West Bengal,Sales,M,67.0,1.099,3.08,10.0,20.0
JIO10479,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 41.4891}, {""feature"": ""login_freq_30d"", ""shap"": -39.1835}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}]",4.0,Karnataka,Operations,F,178.0,0.837,3.23,41.0,21.0
JIO10477,1.0,153.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 129.628}, {""feature"": ""login_freq_30d"", ""shap"": -33.0676}, {""feature"": ""career_promotion_velocity"", ""shap"": 23.7774}]",4.0,UP East,Sales,M,102.0,0.986,3.87,6.0,4.0
JIO10476,1.0,inf,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -48.7024}, {""feature"": ""career_promotion_velocity"", ""shap"": 41.4891}]",4.0,Delhi,Sales,F,178.0,0.816,3.18,35.0,15.0
JIO10475,0.9999999999999989,168.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 63.8618}, {""feature"": ""login_freq_30d"", ""shap"": -39.5514}, {""feature"": ""career_tenure_at_band"", ""shap"": -14.6274}]",3.0,Gujarat,Network,F,137.0,1.167,2.62,29.0,7.0
JIO10474,1.0,154.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -19.0192}, {""feature"": ""career_promotion_velocity"", ""shap"": 13.4067}]",6.0,West Bengal,Operations,M,115.0,1.204,4.52,14.0,16.0
JIO10473,1.0,139.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""career_promotion_velocity"", ""shap"": 64.3278}, {""feature"": ""login_freq_30d"", ""shap"": -19.9619}]",3.0,West Bengal,Technology,M,138.0,0.962,4.21,11.0,18.0
JIO10472,1.0,175.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 138.5685}, {""feature"": ""login_freq_30d"", ""shap"": -52.1742}, {""feature"": ""career_promotion_velocity"", ""shap"": 37.9933}]",4.0,Rajasthan,Technology,F,163.0,1.075,3.64,18.0,2.0
JIO10502,0.9999999999999998,141.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 23.7774}, {""feature"": ""login_freq_30d"", ""shap"": -16.3291}]",4.0,Maharashtra,Operations,M,102.0,0.952,2.72,30.0,16.0
JIO10500,1.0,78.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""career_promotion_velocity"", ""shap"": 41.023}, {""feature"": ""login_freq_30d"", ""shap"": -17.2718}]",3.0,Rajasthan,Operations,M,88.0,1.059,2.49,23.0,12.0
JIO10499,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 82.5057}, {""feature"": ""login_freq_30d"", ""shap"": -47.0929}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.2022}]",3.0,Mumbai,Technology,M,177.0,1.079,4.17,42.0,18.0
JIO10498,0.9999999694245636,102.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -49.0243}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.2349}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}]",3.0,UP East,IT,F,67.0,1.161,3.98,0.0,4.0
JIO10497,1.0,175.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 80.4549}, {""feature"": ""login_freq_30d"", ""shap"": -53.6228}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.5825}]",5.0,Rajasthan,Operations,M,126.0,1.049,3.45,12.0,11.0
JIO10496,1.0,106.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""career_tenure_at_band"", ""shap"": -16.1447}, {""feature"": ""career_promotion_velocity"", ""shap"": 10.447}]",7.0,Tamil Nadu,IT,F,112.0,0.862,3.13,32.0,16.0
JIO10495,0.9999999999999971,109.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 53.6333}, {""feature"": ""login_freq_30d"", ""shap"": -42.1496}, {""feature"": ""career_promotion_velocity"", ""shap"": 15.0769}]",5.0,Rajasthan,Sales,M,97.0,0.898,4.26,12.0,11.0
JIO10494,1.0,37.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""login_freq_30d"", ""shap"": -15.5474}, {""feature"": ""leave_days_30d"", ""shap"": 2.5977}]",3.0,Delhi,Finance,M,4.0,1.025,2.79,3.0,2.0
JIO10493,1.0,138.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -33.5734}, {""feature"": ""career_promotion_velocity"", ""shap"": 23.5443}]",4.0,West Bengal,Network,F,101.0,1.071,3.97,30.0,16.0
JIO10492,1.0,172.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""career_promotion_velocity"", ""shap"": 82.5057}, {""feature"": ""login_freq_30d"", ""shap"": -36.7464}]",3.0,Punjab,Operations,M,177.0,1.038,4.77,6.0,3.0
JIO10489,0.9999999999972158,161.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.5061}]",4.0,Punjab,Operations,M,118.0,0.999,3.16,40.0,12.0
JIO10488,1.0,77.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""login_freq_30d"", ""shap"": -30.2625}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.708}]",4.0,Tamil Nadu,Operations,F,62.0,0.897,2.37,43.0,2.0
JIO10487,1.0,163.0,400000.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 80.6413}, {""feature"": ""login_freq_30d"", ""shap"": -19.87}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.662}]",3.0,Karnataka,Operations,F,173.0,0.719999999999995,3.8,35.0,0.0
JIO11637,1.0,103.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""login_freq_30d"", ""shap"": -44.1039}, {""feature"": ""career_tenure_at_band"", ""shap"": -16.1447}]",5.0,West Bengal,Sales,F,59.0,0.957,2.84,32.0,3.0
JIO11635,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -38.0339}, {""feature"": ""career_promotion_velocity"", ""shap"": 16.2033}]",6.0,Rajasthan,IT,M,139.0,1.146,3.54,17.0,12.0
JIO11634,1.0,32.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 111.7469}, {""feature"": ""login_freq_30d"", ""shap"": -31.872}, {""feature"": ""career_promotion_velocity"", ""shap"": 9.7944}]",3.0,Tamil Nadu,Finance,M,21.0,1.246000000000005,2.45,10.0,10.0
JIO11633,1.0,83.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 75.9847}, {""feature"": ""login_freq_30d"", ""shap"": -30.3545}, {""feature"": ""career_tenure_at_band"", ""shap"": -5.0181}]",6.0,UP East,Network,F,30.0,1.146,2.76,10.0,11.0
JIO11631,1.0,178.0,400000.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -44.9086}, {""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""career_promotion_velocity"", ""shap"": 39.8577}]",4.0,Rajasthan,HR,F,171.0,1.061,3.77,16.0,3.0
JIO11630,1.0,134.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""login_freq_30d"", ""shap"": -45.8973}, {""feature"": ""career_promotion_velocity"", ""shap"": 2.803}]",5.0,West Bengal,HR,M,18.0,0.872,4.02,2.0,12.0
JIO11629,1.0,135.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 62.5738}, {""feature"": ""career_promotion_velocity"", ""shap"": 32.6332}, {""feature"": ""login_freq_30d"", ""shap"": -16.4671}]",4.0,Gujarat,Operations,F,140.0,1.234,2.9,10.0,3.0
JIO11628,1.0,124.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 89.3955}, {""feature"": ""login_freq_30d"", ""shap"": -35.4358}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.2039}]",5.0,Mumbai,Finance,M,130.0,1.011,3.57,24.0,12.0
JIO11627,1.0,132.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 71.5144}, {""feature"": ""login_freq_30d"", ""shap"": -51.5305}, {""feature"": ""career_promotion_velocity"", ""shap"": 13.9893}]",6.0,Rajasthan,Finance,M,120.0,0.887,3.03,25.0,20.0
JIO11626,1.0,101.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 151.9793}, {""feature"": ""login_freq_30d"", ""shap"": -34.4241}, {""feature"": ""career_tenure_at_band"", ""shap"": -15.1332}]",4.0,Mumbai,Finance,F,35.0,0.918,2.13,30.0,2.0
JIO11625,0.9999999999999989,125.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""login_freq_30d"", ""shap"": -55.4851}, {""feature"": ""career_promotion_velocity"", ""shap"": 32.6332}]",3.0,Tamil Nadu,HR,M,70.0,1.133,3.77,34.0,9.0
JIO11624,1.0,157.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 67.0441}, {""feature"": ""career_promotion_velocity"", ""shap"": 35.4298}, {""feature"": ""login_freq_30d"", ""shap"": -22.5831}]",4.0,West Bengal,Network,F,152.0,1.04,2.0,30.0,21.0
JIO11623,1.0,60.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 156.4496}, {""feature"": ""login_freq_30d"", ""shap"": -36.4934}, {""feature"": ""career_promotion_velocity"", ""shap"": 2.803}]",5.0,Mumbai,Network,M,18.0,0.878,2.86,0.0,16.0
JIO10518,1.0,173.0,400000.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 116.2171}, {""feature"": ""login_freq_30d"", ""shap"": -51.9213}, {""feature"": ""career_promotion_velocity"", ""shap"": 16.5994}]",7.0,Delhi,IT,M,178.0,1.06,2.17,9.0,17.0
