employee_id,band,circle,department,gender,tenure_months,months_since_promotion,months_since_hike,months_since_manager_changed,compa_ratio,perf_rating_current,hike_vs_band_median,login_freq_30d,training_completions_90d,leave_days_30d,login_freq_slope_30d,performance_rating_delta,peer_attrition_count_90d,manager_attrition_rate_6m,team_size_change_pct,attrition_flag
JIO10575,5.0,Karnataka,Finance,M,89.0,2.0,9.0,32.0,0.838,3.58,3.17,16.34,3.0,1.7,-0.288,-0.222,0.0,0.178,0.071,0.0
JIO10576,5.0,UP East,Network,F,69.0,8.0,2.0,1.0,0.882,4.76,-3.44,14.45,1.0,2.77,-0.9,-0.117,1.0,0.379,-0.152,1.0
JIO10577,3.0,Mumbai,Sales,M,142.0,21.0,15.0,27.0,1.045,3.96,-3.38,18.5,2.0,1.62,-0.074,0.288,1.0,0.158,-0.051,0.0
JIO10578,3.0,Maharashtra,Technology,F,126.0,24.0,2.0,33.0,0.965,3.93,-3.31,12.28,1.0,0.18,-0.251,-0.647,1.0,0.157,0.056,0.0
JIO10579,4.0,Punjab,HR,M,145.0,42.0,19.0,35.0,0.972,3.11,-0.43,17.67,4.0,4.47,-0.143,0.052,0.0,0.084,-0.034,0.0
JIO10580,5.0,Mumbai,Technology,F,7.0,2.0,13.0,29.0,1.239,3.18,-0.22,21.27,2.0,2.06,0.28,0.322,0.0,0.347,-0.166,0.0
JIO10581,4.0,UP East,IT,F,173.0,31.0,13.0,12.0,0.762,2.84,2.62,14.47,2.0,2.44,-0.208,-0.237,1.0,0.061,-0.075,0.0
JIO10582,6.0,Delhi,IT,M,95.0,16.0,16.0,30.0,0.843,4.96,0.33,13.93,1.0,1.27,-0.179,0.158,1.0,0.021,-0.099,0.0
JIO10583,3.0,Maharashtra,IT,M,11.0,7.0,21.0,25.0,1.21,2.71,-2.54,18.95,8.0,1.86,0.734,0.027,0.0,0.012,-0.022,0.0
JIO10584,3.0,UP East,Network,M,52.0,25.0,8.0,12.0,0.937,3.82,3.85,12.72,1.0,4.89,-0.91,-0.142,3.0,0.248,-0.103,1.0
JIO10585,5.0,Maharashtra,Technology,M,102.0,47.0,17.0,15.0,1.043,3.46,-3.91,13.78,1.0,5.93,-0.184,0.144,0.0,0.291,0.031,0.0
JIO10586,3.0,Punjab,Technology,F,124.0,6.0,20.0,11.0,0.862,4.31,0.92,14.4,0.0,2.47,0.497,0.254,2.0,0.134,0.246,0.0
JIO10587,5.0,West Bengal,Sales,F,65.0,20.0,2.0,11.0,0.935,4.05,-0.85,20.26,5.0,2.93,0.679,-0.067,0.0,0.063,0.054,0.0
JIO10588,3.0,Mumbai,Sales,F,2.0,0.0,14.0,8.0,0.905,3.02,5.45,12.68,3.0,3.12,-0.004,0.167,0.0,0.031,-0.037,0.0
JIO10589,4.0,West Bengal,Sales,M,151.0,35.0,19.0,11.0,1.194,3.46,0.07,13.23,3.0,4.49,-0.592,-0.453,2.0,0.308,-0.023,1.0
JIO10590,7.0,Rajasthan,Network,M,103.0,20.0,4.0,34.0,1.112,4.26,-2.01,21.19,0.0,3.28,0.668,-0.171,0.0,0.172,-0.004,0.0
JIO10591,6.0,Mumbai,Network,F,7.0,2.0,3.0,26.0,0.93,3.3,-4.8,19.79,1.0,0.84,0.523,0.74,0.0,0.024,0.051,0.0
JIO10592,5.0,Delhi,Operations,F,169.0,47.0,3.0,2.0,0.858,3.01,1.29,16.11,2.0,0.88,0.144,0.005,0.0,0.056,-0.057,0.0
JIO10593,4.0,Tamil Nadu,Network,M,72.0,8.0,23.0,29.0,1.021,3.49,3.76,18.95,1.0,0.14,0.54,0.233,1.0,0.189,0.086,0.0
JIO10594,3.0,West Bengal,Sales,M,44.0,9.0,8.0,4.0,0.862,3.78,3.92,20.48,2.0,2.13,-0.417,0.337,2.0,0.221,-0.117,0.0
JIO10595,4.0,Gujarat,Operations,F,141.0,20.0,0.0,2.0,1.132,2.48,1.1,8.59,1.0,2.32,-0.563,-0.064,3.0,0.296,0.142,1.0
JIO10596,5.0,Mumbai,HR,M,153.0,29.0,4.0,22.0,1.062,4.08,-0.98,25.0,3.0,2.79,0.787,0.035,2.0,0.445,-0.002,0.0
JIO10597,3.0,Gujarat,Network,F,90.0,34.0,4.0,6.0,1.025,2.84,0.18,8.31,0.0,3.25,-0.707,0.229,3.0,0.088,-0.153,1.0
JIO10598,4.0,Rajasthan,Operations,M,170.0,9.0,13.0,19.0,1.246000000000005,3.79,-4.58,7.44,3.0,2.53,-0.694,-0.431,5.0,0.284,0.048,1.0
JIO10599,6.0,Mumbai,Network,F,110.0,29.0,11.0,10.0,1.04,4.8,2.48,12.58,1.0,4.89,-0.416,-0.548,3.0,0.204,-0.054,1.0
JIO10600,6.0,Delhi,HR,M,14.0,1.0,12.0,22.0,1.13,3.64,-3.17,9.32,2.0,1.07,0.177,0.251,0.0,0.045,0.217,0.0
JIO10601,4.0,Delhi,Operations,M,2.0,0.0,1.0,35.0,0.998,2.59,-1.06,14.04,6.0,3.94,-0.377,-0.633,4.0,0.648000000000003,-0.07,1.0
JIO10602,5.0,Rajasthan,Network,F,85.0,40.0,23.0,4.0,1.246000000000005,3.35,-4.9,16.63,2.0,1.5,0.834,0.39,0.0,0.142,0.116,0.0
JIO10603,3.0,Karnataka,Finance,M,70.0,38.0,13.0,11.0,1.032,3.79,-2.97,17.9,2.0,2.35,-0.279,0.28,2.0,0.149,-0.009,0.0
JIO10604,3.0,Maharashtra,Finance,M,93.0,19.0,16.0,17.0,1.17,3.78,1.18,20.76,0.0,2.94,-0.085,0.608,2.0,0.201,0.063,0.0
JIO10605,4.0,West Bengal,Network,M,158.0,3.0,0.0,18.0,0.946,3.32,-0.45,18.52,4.0,2.13,-0.407,-0.089,2.0,0.078,0.014,0.0
JIO10606,4.0,Mumbai,Finance,M,139.0,33.0,14.0,2.0,0.845,3.52,-4.08,5.61,0.0,6.98,-0.421,-0.015,1.0,0.154,-0.173,1.0
JIO10607,4.0,Mumbai,HR,F,95.0,41.0,6.0,1.0,1.018,4.05,3.17,18.55,2.0,4.54,0.547,0.131,1.0,0.179,-0.051,0.0
JIO10608,5.0,Karnataka,Finance,M,123.0,36.0,13.0,4.0,0.915,3.07,-1.76,13.29,1.0,3.03,0.152,0.634,0.0,0.09,-0.01,0.0
JIO10609,4.0,Punjab,IT,F,159.0,40.0,13.0,30.0,0.818,3.79,1.57,16.0,3.0,0.0,0.056,-0.633,1.0,0.394,0.01,0.0
JIO10610,5.0,Karnataka,Sales,M,170.0,2.0,14.0,4.0,1.087,3.34,-0.32,18.04,1.0,2.05,0.062,0.11,0.0,0.243,-0.161,0.0
JIO10611,4.0,UP East,Operations,M,170.0,27.0,2.0,17.0,1.068,2.03,-2.33,6.91,0.0,1.97,-0.489,0.074,0.0,0.142,-0.04,1.0
JIO10612,6.0,West Bengal,Operations,M,140.0,28.0,20.0,25.0,0.909,2.46,1.24,21.43,4.0,1.42,0.326,-0.127,0.0,0.268,0.174,0.0
JIO10613,7.0,UP East,Finance,F,19.0,19.0,11.0,33.0,0.953,3.66,-1.23,13.48,1.0,5.01,0.651,-0.108,1.0,0.148,0.168,0.0
JIO10614,3.0,Mumbai,IT,F,29.0,23.0,23.0,26.0,0.901,2.75,0.64,21.38,0.0,4.99,-0.253,0.074,0.0,0.229,-0.033,0.0
JIO10615,3.0,Mumbai,Technology,M,121.0,16.0,14.0,16.0,1.109,1.82,-4.36,17.16,7.0,3.51,0.091,0.252,2.0,0.089,0.025,0.0
JIO10616,6.0,Mumbai,Finance,F,134.0,14.0,6.0,30.0,1.105,3.26,-1.08,15.25,2.0,2.9,0.342,0.4,1.0,0.216,0.082,0.0
JIO10617,4.0,Maharashtra,Technology,M,47.0,40.0,2.0,1.0,1.029,2.82,-3.18,6.14,2.0,5.57,-0.112,-0.562,1.0,0.29,-0.026,1.0
JIO10618,3.0,West Bengal,IT,F,4.0,0.0,22.0,17.0,1.086,3.37,0.26,14.21,2.0,1.2,0.175,0.325,0.0,0.204,-0.055,0.0
JIO10619,5.0,Gujarat,HR,M,123.0,45.0,18.0,19.0,0.934,4.15,1.21,19.06,4.0,2.88,0.169,-0.476,0.0,0.32,-0.075,0.0
JIO10620,4.0,Gujarat,IT,M,178.0,24.0,10.0,21.0,1.049,3.31,0.22,19.96,3.0,3.06,-0.036,0.213,1.0,0.372,0.126,0.0
JIO10621,3.0,Punjab,IT,F,22.0,12.0,3.0,12.0,0.99,1.82,-0.96,9.0,1.0,5.52,-1.229,-0.701,5.0,0.176,-0.111,1.0
JIO10622,4.0,Karnataka,Finance,M,52.0,15.0,21.0,14.0,0.862,4.26,-3.33,11.1,3.0,2.6,-0.638,-0.597,3.0,0.184,-0.048,1.0
JIO10623,5.0,Maharashtra,Operations,M,81.0,38.0,21.0,21.0,0.862,3.98,1.33,20.53,3.0,1.5,0.256,-0.053,2.0,0.373,0.02,0.0
JIO10624,4.0,Rajasthan,Operations,F,18.0,9.0,10.0,2.0,1.073,3.41,-8.26,14.87,1.0,4.59,1.238,-0.047,2.0,0.13,-0.062,0.0
JIO10625,4.0,Tamil Nadu,Network,M,73.0,45.0,2.0,30.0,1.011,3.97,1.83,16.19,1.0,1.57,-0.053,-0.292,0.0,0.172,0.012,0.0
JIO10626,4.0,Delhi,IT,F,160.0,35.0,1.0,18.0,0.859,3.02,-3.58,12.61,0.0,3.2,-0.311,-0.528,0.0,0.21,0.058,1.0
JIO10627,5.0,Tamil Nadu,Technology,F,178.0,21.0,21.0,31.0,0.918,3.21,3.3,17.4,2.0,0.0,0.009,0.388,1.0,0.111,0.007,0.0
JIO10628,3.0,Tamil Nadu,IT,F,139.0,25.0,18.0,31.0,1.134,4.11,-2.89,10.79,1.0,3.04,-1.111,-0.314,0.0,0.435,-0.114,1.0
JIO10629,6.0,West Bengal,Sales,F,51.0,24.0,3.0,33.0,1.055,4.73,-1.33,23.49,1.0,4.49,-0.391,0.042,1.0,0.133,-0.1,0.0
JIO10630,5.0,Tamil Nadu,Network,M,79.0,19.0,0.0,3.0,1.067,3.53,-1.03,21.41,3.0,2.02,0.235,0.184,0.0,0.056,0.118,0.0
JIO10631,3.0,Delhi,Sales,M,165.0,22.0,5.0,17.0,0.839,4.23,5.55,16.76,0.0,4.59,-0.647,-0.257,2.0,0.464,-0.141,1.0
JIO10632,6.0,Tamil Nadu,Finance,M,33.0,31.0,18.0,9.0,0.96,3.32,-2.62,20.96,3.0,1.01,0.639,0.115,1.0,0.088,-0.152,0.0
JIO10633,7.0,UP East,Operations,F,82.0,2.0,9.0,33.0,1.165,3.72,-0.4,17.72,1.0,0.0,-0.118,-0.768,2.0,0.038,0.143,0.0
JIO10634,6.0,Tamil Nadu,Finance,M,61.0,27.0,22.0,1.0,1.066,3.73,-1.84,18.45,3.0,4.62,-0.043,0.366,1.0,0.447,-0.058,0.0
JIO10635,5.0,UP East,Network,M,159.0,41.0,5.0,24.0,0.903,1.89,0.88,21.86,2.0,0.0,0.018,0.253,0.0,0.353,0.221,0.0
JIO10636,4.0,Rajasthan,HR,M,81.0,13.0,17.0,25.0,1.087,4.21,1.08,21.26,2.0,1.1,-0.101,-0.023,1.0,0.179,0.053,0.0
JIO10637,3.0,Karnataka,IT,F,174.0,6.0,11.0,32.0,1.049,4.08,-1.46,18.13,7.0,3.36,-0.253,-0.503,2.0,0.068,0.078,0.0
JIO10638,3.0,Mumbai,Technology,F,108.0,14.0,18.0,11.0,0.965,3.58,0.9,19.68,2.0,4.0,-0.005,-0.165,0.0,0.033,0.131,0.0
JIO10639,6.0,Gujarat,Sales,F,125.0,46.0,19.0,10.0,0.953,4.64,1.4,12.74,4.0,4.36,-0.397,-0.44,2.0,0.493,-0.123,1.0
JIO10640,3.0,Tamil Nadu,Technology,M,147.0,5.0,4.0,5.0,1.118,3.02,1.48,18.37,4.0,3.15,0.301,0.312,5.0,0.28,0.076,0.0
JIO10641,5.0,Tamil Nadu,Network,F,55.0,42.0,8.0,19.0,1.083,2.78,-0.01,12.03,0.0,4.05,-0.603,-0.243,2.0,0.297,-0.023,1.0
JIO10642,4.0,Mumbai,Network,F,104.0,29.0,2.0,13.0,0.946,2.65,-3.37,13.05,3.0,5.96,-0.751,-0.132,2.0,0.324,-0.037,1.0
JIO10643,5.0,Punjab,Technology,M,67.0,42.0,7.0,23.0,0.786,2.82,0.63,13.17,0.0,6.5,-0.558,0.021,4.0,0.421,0.021,1.0
JIO10644,4.0,Delhi,Sales,F,61.0,35.0,0.0,8.0,1.246000000000005,3.4,0.05,14.93,1.0,0.0,0.218,-0.751,0.0,0.24,0.047,0.0
JIO10645,3.0,Delhi,Network,F,176.0,38.0,9.0,15.0,0.943,3.39,-0.24,19.13,2.0,3.39,0.066,0.874,0.0,0.042,0.012,0.0
JIO10646,5.0,Gujarat,Finance,F,131.0,43.0,22.0,1.0,1.115,1.99,1.66,17.12,5.0,0.14,-0.508,-0.037,0.0,0.025,-0.034,0.0
JIO10647,7.0,Tamil Nadu,Technology,F,99.0,4.0,12.0,33.0,0.92,3.14,-1.52,23.38,2.0,0.69,0.192,-0.331,0.0,0.237,-0.195,0.0
JIO10648,4.0,West Bengal,Operations,M,159.0,33.0,6.0,21.0,0.779,3.1,-2.87,19.76,0.0,3.55,-0.26,0.229,3.0,0.005,0.081,0.0
JIO10649,3.0,UP East,Operations,M,136.0,9.0,17.0,12.0,0.949,3.03,-2.55,10.21,3.0,5.69,-0.922,0.126,1.0,0.247,0.025,1.0
JIO10650,4.0,Tamil Nadu,Sales,M,4.0,3.0,19.0,3.0,0.951,4.23,0.11,16.91,2.0,4.31,-0.186,0.252,1.0,0.07,-0.104,0.0
JIO10651,3.0,Maharashtra,IT,F,45.0,20.0,0.0,16.0,0.98,4.88,0.88,17.35,0.0,6.2,-0.885,-0.168,4.0,0.135,-0.055,1.0
JIO10652,4.0,West Bengal,Sales,F,39.0,24.0,10.0,5.0,0.85,3.41,4.36,19.71,4.0,2.08,0.27,0.515,0.0,0.033,-0.016,0.0
JIO10653,6.0,Karnataka,Technology,M,48.0,28.0,22.0,10.0,1.014,3.07,0.74,19.61,0.0,0.21,-0.257,-0.129,1.0,0.072,-0.022,0.0
JIO10654,4.0,Delhi,HR,M,99.0,3.0,16.0,30.0,1.079,3.13,3.58,18.35,1.0,2.12,-0.544,0.343,1.0,0.082,-0.109,0.0
JIO10655,4.0,Punjab,IT,M,109.0,6.0,22.0,26.0,1.147,2.41,5.88,22.17,2.0,2.12,0.06,-0.459,2.0,0.127,0.057,0.0
JIO10656,4.0,UP East,Technology,M,160.0,7.0,1.0,10.0,0.926,4.26,-3.48,12.45,1.0,0.78,0.074,1.026,0.0,0.124,-0.162,0.0
JIO10657,3.0,Delhi,Sales,F,26.0,23.0,6.0,28.0,1.093,2.93,-0.28,20.03,5.0,0.3,-0.233,0.302,1.0,0.208,-0.024,0.0
JIO10658,5.0,Punjab,Network,F,69.0,45.0,20.0,30.0,0.824,3.68,-0.62,3.66999999999989,2.0,5.33,-0.83,0.328,2.0,0.162,-0.1,1.0
JIO10659,4.0,Gujarat,Operations,F,78.0,29.0,3.0,12.0,0.867,2.58,-0.37,3.93,0.0,0.52,-0.506,-0.291,3.0,0.389,-0.242,1.0
JIO10660,3.0,Maharashtra,Sales,F,66.0,41.0,19.0,15.0,0.882,4.44,-0.82,21.04,1.0,4.01,0.049,0.511,1.0,0.211,-0.051,0.0
JIO10661,3.0,Gujarat,Sales,M,18.0,18.0,14.0,23.0,1.192,3.96,0.3,15.52,2.0,2.94,0.431,0.176,0.0,0.124,-0.063,0.0
JIO10662,3.0,Gujarat,Sales,F,51.0,10.0,1.0,9.0,1.02,2.6,-0.11,17.32,5.0,2.64,-0.172,0.374,2.0,0.256,0.101,0.0
JIO10663,4.0,Delhi,Sales,M,121.0,38.0,20.0,7.0,0.868,2.85,-3.18,14.1,5.0,2.92,0.392,-0.241,1.0,0.029,0.084,0.0
JIO10664,6.0,Rajasthan,Finance,M,49.0,11.0,16.0,14.0,1.112,3.18,0.85,20.95,2.0,2.05,0.19,0.312,1.0,0.132,-0.018,0.0
JIO10665,5.0,Karnataka,Operations,F,22.0,5.0,10.0,21.0,0.877,4.49,1.3,15.31,3.0,2.25,0.205,0.217,2.0,0.031,-0.0,0.0
JIO10666,4.0,Maharashtra,Network,M,19.0,18.0,15.0,29.0,0.831,3.97,-2.89,15.59,1.0,4.2,-0.731,-0.07,5.0,0.467,0.014,1.0
JIO10667,4.0,Punjab,Operations,F,66.0,25.0,22.0,34.0,1.095,2.63,5.2,11.72,2.0,3.97,-0.647,0.162,0.0,0.236,-0.007,0.0
JIO10668,6.0,Gujarat,IT,M,57.0,17.0,6.0,16.0,1.027,4.12,-3.56,17.97,2.0,4.56,-0.251,0.84,0.0,0.137,0.086,0.0
JIO10669,4.0,Mumbai,Finance,M,57.0,4.0,22.0,25.0,1.021,3.41,1.71,14.56,1.0,2.23,-0.319,-0.188,1.0,0.156,-0.187,1.0
JIO10670,4.0,Tamil Nadu,Network,M,57.0,22.0,21.0,6.0,0.808,4.23,0.87,16.08,3.0,2.63,0.525,0.029,0.0,0.267,-0.173,0.0
JIO10671,4.0,Rajasthan,Sales,M,152.0,41.0,0.0,32.0,1.061,4.16,0.32,19.05,4.0,3.66,-0.167,0.17,0.0,0.062,-0.039,0.0
JIO10672,3.0,West Bengal,Network,F,2.0,0.0,21.0,14.0,0.819,4.57,1.21,20.07,1.0,3.44,-0.053,0.392,0.0,0.414,0.052,0.0
JIO10673,4.0,Maharashtra,Sales,M,159.0,40.0,4.0,11.0,0.899,3.96,-2.23,18.27,2.0,2.59,0.242,-0.223,0.0,0.176,-0.152,0.0
JIO10674,5.0,UP East,HR,M,14.0,1.0,18.0,34.0,1.076,2.93,5.36,12.76,1.0,5.53,-0.325,-0.696,2.0,0.308,-0.132,1.0
JIO10675,5.0,Mumbai,Finance,F,146.0,2.0,18.0,6.0,0.868,2.73,-1.86,25.0,1.0,3.0,-0.046,0.686,0.0,0.109,0.104,0.0
JIO10676,3.0,Rajasthan,Operations,M,135.0,25.0,19.0,28.0,0.803,3.61,-0.81,7.92,0.0,4.42,-0.893,-0.57,1.0,0.24,-0.136,1.0
JIO10677,3.0,Maharashtra,Technology,M,65.0,28.0,22.0,11.0,0.999,2.99,0.48,13.72,2.0,0.94,0.206,0.374,1.0,0.129,-0.015,0.0
JIO10678,7.0,West Bengal,Sales,F,104.0,44.0,15.0,21.0,1.099,2.21,0.23,21.28,2.0,1.08,-0.077,-0.658,0.0,0.098,-0.003,0.0
JIO10679,6.0,Maharashtra,Operations,F,178.0,37.0,2.0,31.0,1.153,2.82,-1.06,18.45,1.0,6.1,0.419,0.315,0.0,0.051,-0.027,0.0
JIO10680,5.0,Karnataka,HR,F,66.0,19.0,7.0,3.0,1.148,4.12,0.45,19.78,4.0,3.89,0.051,0.607,0.0,0.108,-0.02,0.0
JIO10681,3.0,Punjab,IT,F,46.0,8.0,5.0,25.0,1.003,3.15,-0.51,7.18,3.0,1.73,-0.138,-0.095,2.0,0.331,-0.073,0.0
JIO10682,3.0,Delhi,HR,M,31.0,28.0,20.0,2.0,1.031,3.4,-2.51,17.17,0.0,1.7,0.443,0.555,0.0,0.41,-0.03,0.0
JIO10683,4.0,Karnataka,Network,M,7.0,0.0,13.0,14.0,1.246000000000005,3.81,-0.63,11.47,3.0,3.6,0.224,-0.282,0.0,0.087,0.24,0.0
JIO10684,7.0,Gujarat,Finance,M,14.0,14.0,21.0,3.0,0.899,2.92,0.87,17.59,0.0,3.99,-0.842,-0.128,4.0,0.38,-0.08,1.0
JIO10685,5.0,Delhi,Sales,M,78.0,21.0,17.0,7.0,0.903,4.21,-7.89,11.15,2.0,1.19,-0.115,0.029,1.0,0.274,0.016,0.0
JIO10686,3.0,UP East,Operations,M,9.0,3.0,12.0,31.0,1.077,3.15,0.19,9.17,0.0,5.55,0.001,-0.749,2.0,0.648000000000003,-0.108,1.0
JIO10687,7.0,Maharashtra,HR,M,69.0,21.0,20.0,4.0,1.174,3.45,-0.05,21.08,1.0,1.79,0.05,-0.243,0.0,0.081,-0.222,0.0
JIO10688,5.0,Karnataka,IT,M,4.0,3.0,5.0,9.0,0.757,4.19,-4.75,13.98,1.0,4.36,-0.138,-0.507,0.0,0.112,0.063,1.0
JIO10689,3.0,West Bengal,IT,F,8.0,6.0,22.0,15.0,0.949,2.03,2.03,25.0,2.0,2.79,0.109,0.256,0.0,0.242,0.084,0.0
JIO10690,6.0,UP East,Sales,M,153.0,9.0,8.0,18.0,0.855,3.0,2.24,20.03,3.0,0.0,0.656,0.078,1.0,0.081,0.042,0.0
JIO10691,3.0,Maharashtra,Technology,M,78.0,7.0,16.0,33.0,0.997,3.37,3.11,11.39,0.0,5.37,-0.166,-0.298,3.0,0.226,-0.013,1.0
JIO10692,3.0,Mumbai,Technology,M,143.0,12.0,0.0,22.0,0.847,3.62,-1.7,5.02,2.0,2.85,-0.261,0.107,1.0,0.259,-0.03,1.0
JIO10693,7.0,Delhi,HR,M,165.0,9.0,20.0,27.0,1.116,2.62,1.31,20.33,3.0,3.13,-0.078,0.14,0.0,0.176,-0.01,0.0
JIO10694,4.0,UP East,Sales,F,96.0,27.0,17.0,4.0,1.225,3.5,-1.0,19.48,2.0,4.06,0.072,0.034,1.0,0.39,0.008,0.0
JIO10695,4.0,Mumbai,IT,M,7.0,7.0,22.0,31.0,0.989,2.59,-4.56,23.97,2.0,0.0,0.318,0.295,0.0,0.024,-0.093,0.0
JIO10696,5.0,Mumbai,Network,M,168.0,34.0,1.0,27.0,1.112,4.67,-3.61,19.26,6.0,2.83,0.153,0.541,1.0,0.019,0.073,0.0
JIO10697,3.0,Maharashtra,Network,M,103.0,25.0,14.0,11.0,0.961,3.46,3.06,21.5,2.0,0.88,0.053,0.267,1.0,0.007,0.07,0.0
JIO10698,4.0,Mumbai,Finance,M,118.0,16.0,10.0,20.0,0.829,3.29,-2.88,24.21,3.0,0.7,0.819,-0.117,1.0,0.044,0.115,0.0
JIO10699,5.0,West Bengal,HR,M,64.0,6.0,10.0,21.0,0.935,2.84,3.19,20.66,2.0,3.82,0.28,-0.385,0.0,0.439,0.131,0.0
JIO10700,7.0,Maharashtra,Finance,F,173.0,12.0,3.0,15.0,0.893,2.1,-0.75,15.15,1.0,4.08,-0.637,-0.477,3.0,0.346,-0.119,1.0
JIO10701,3.0,Maharashtra,HR,M,37.0,2.0,22.0,7.0,1.1,3.91,-3.33,17.72,0.0,1.65,-0.445,-0.602,1.0,0.387,-0.122,1.0
JIO10702,3.0,Punjab,HR,M,31.0,29.0,18.0,15.0,0.852,4.18,-3.96,15.24,3.0,4.33,0.122,0.543,0.0,0.369,0.003,0.0
JIO10703,4.0,Maharashtra,HR,M,153.0,6.0,19.0,5.0,1.02,3.54,1.09,23.46,0.0,1.59,0.313,-0.429,1.0,0.215,0.01,0.0
JIO10704,6.0,Tamil Nadu,HR,M,78.0,3.0,19.0,25.0,0.98,3.27,0.8,16.71,1.0,3.09,0.078,-0.26,1.0,0.424,0.032,0.0
JIO10705,3.0,Maharashtra,Network,F,107.0,12.0,12.0,3.0,0.943,2.73,-3.18,8.85,1.0,5.09,-0.671,-0.751,2.0,0.179,-0.128,1.0
JIO10706,4.0,Delhi,Finance,F,115.0,17.0,15.0,5.0,1.004,3.45,1.44,20.47,4.0,3.49,-0.376,0.049,1.0,0.133,0.228,0.0
JIO10707,4.0,Gujarat,IT,M,139.0,12.0,3.0,32.0,1.05,3.58,-2.03,16.2,2.0,2.28,0.481,-0.125,0.0,0.002,0.045,0.0
JIO10708,7.0,Rajasthan,Sales,M,113.0,12.0,15.0,19.0,1.117,3.07,-0.51,14.2,1.0,0.73,0.016,0.142,2.0,0.189,0.059,0.0
JIO10709,4.0,UP East,HR,F,128.0,46.0,20.0,12.0,0.795,3.61,2.52,13.64,3.0,2.41,-0.58,-0.533,1.0,0.437,-0.082,1.0
JIO10710,6.0,Punjab,Network,F,161.0,47.0,4.0,5.0,1.124,4.81,1.55,22.15,2.0,4.77,0.256,-0.319,1.0,0.01,0.183,0.0
JIO10711,4.0,Mumbai,Sales,F,100.0,2.0,20.0,34.0,1.021,4.4,-0.22,18.15,1.0,2.55,0.392,-0.392,0.0,0.223,0.024,0.0
JIO10712,6.0,Gujarat,IT,M,109.0,23.0,16.0,19.0,1.058,3.2,-1.16,13.84,2.0,1.42,0.548,0.201,0.0,0.533,-0.201,0.0
JIO10713,4.0,Maharashtra,Technology,F,4.0,0.0,12.0,35.0,0.854,2.99,2.04,8.8,2.0,3.07,-0.117,-0.331,1.0,0.425,-0.001,0.0
JIO10714,3.0,Gujarat,Finance,F,43.0,3.0,8.0,29.0,1.053,2.84,1.7,22.72,0.0,3.59,-1.283,-0.103,2.0,0.28,-0.166,1.0
JIO10715,3.0,Delhi,Sales,F,121.0,16.0,16.0,35.0,1.1,2.86,-1.9,8.69,1.0,5.95,-0.848,-0.399,1.0,0.244,-0.062,1.0
JIO10716,4.0,Maharashtra,Operations,M,115.0,27.0,15.0,31.0,1.119,3.74,-3.96,21.04,3.0,4.35,0.286,0.218,1.0,0.112,-0.068,0.0
JIO10717,4.0,Punjab,Technology,M,84.0,26.0,14.0,1.0,0.926,2.86,1.09,17.24,2.0,2.19,0.243,-0.122,0.0,0.067,0.017,0.0
JIO10718,3.0,Delhi,HR,M,166.0,46.0,7.0,24.0,0.931,3.7,-3.92,15.66,8.0,4.54,0.132,-0.21,2.0,0.501,-0.097,0.0
JIO10719,4.0,Rajasthan,Finance,F,171.0,11.0,4.0,19.0,1.02,3.14,-1.35,19.92,4.0,0.74,0.336,0.323,1.0,0.55,-0.097,0.0
JIO10720,3.0,West Bengal,Finance,F,66.0,3.0,13.0,24.0,1.118,4.68,-0.97,19.93,1.0,0.9,0.413,-0.026,1.0,0.378,0.137,0.0
JIO10721,5.0,West Bengal,HR,M,124.0,25.0,23.0,12.0,0.749,3.28,0.89,15.74,3.0,1.6,0.685,-0.022,0.0,0.24,0.036,0.0
JIO10722,6.0,Maharashtra,Operations,F,172.0,40.0,4.0,20.0,0.919,3.34,-2.65,7.52,3.0,3.15,-0.308,-0.159,3.0,0.212,0.051,1.0
JIO10723,6.0,Maharashtra,HR,F,2.0,1.0,16.0,27.0,1.164,2.75,-4.69,16.03,2.0,1.71,0.521,0.136,1.0,0.164,0.113,0.0
JIO10724,3.0,Maharashtra,IT,F,141.0,32.0,5.0,28.0,0.972,3.65,1.23,16.32,5.0,1.64,0.694,-0.342,0.0,0.199,-0.125,0.0
JIO10725,5.0,Punjab,Operations,M,129.0,11.0,11.0,12.0,0.922,3.05,1.54,16.45,3.0,1.64,0.613,0.043,0.0,0.158,-0.075,0.0
JIO10726,4.0,Delhi,Operations,M,126.0,19.0,18.0,21.0,0.874,4.56,-2.21,23.12,3.0,1.59,0.166,0.129,0.0,0.256,0.038,0.0
JIO10727,5.0,Tamil Nadu,Network,M,44.0,38.0,5.0,19.0,1.069,3.55,-1.82,10.99,6.0,7.08,0.026,0.077,1.0,0.046,0.002,0.0
JIO10728,5.0,Delhi,Operations,M,117.0,25.0,6.0,15.0,0.794,3.57,1.17,15.95,3.0,1.73,0.1,-0.277,2.0,0.398,0.056,0.0
JIO10729,7.0,Mumbai,Technology,F,60.0,18.0,10.0,5.0,1.043,3.64,1.87,10.4,0.0,5.54,-1.077,-0.539,1.0,0.286,-0.115,1.0
JIO10730,5.0,Mumbai,Sales,M,165.0,38.0,6.0,24.0,1.175,2.34,6.44,15.31,1.0,3.03,0.248,-0.176,0.0,0.039,-0.018,0.0
JIO10731,5.0,Punjab,Finance,M,55.0,16.0,2.0,24.0,0.907,2.55,-1.76,25.0,4.0,1.86,0.73,0.06,1.0,0.172,0.078,0.0
